Site,Cluster Number,Color,Pattern,Predation,Predator,Number Bite Marks,Location Bite Marks,Days from Start,Month,Model ID
BH,1.14,Red,Solid,1,arthropod,four,middle & end,58,early September,557
BH,1.14,Green,Solid,0,none,none,none,58,early September,558
BH,1.14,Red,Pattern,0,none,none,none,58,early September,559
BH,1.14,Green,Pattern,1,arthropod,three,middle,58,early September,560
GB,2.1,Red,Solid,0,none,none,none,58,early September,561
GB,2.1,Green,Solid,1,arthropod,three,middle,58,early September,562
GB,2.1,Red,Pattern,1,arthropod,two,end,58,early September,563
GB,2.1,Green,Pattern,1,arthropod,two,middle,58,early September,564
GB,2.2,Red,Solid,0,none,none,none,58,early September,565
GB,2.2,Green,Solid,0,none,none,none,58,early September,566
GB,2.2,Red,Pattern,1,arthropod,two,middle,58,early September,567
GB,2.2,Green,Pattern,0,none,none,none,58,early September,568
GB,2.3,Red,Solid,0,none,none,none,58,early September,569
GB,2.3,Green,Solid,1,arthropod,three,middle,58,early September,570
GB,2.3,Red,Pattern,0,none,none,none,58,early September,571
GB,2.3,Green,Pattern,0,none,none,none,58,early September,572
GB,2.4,Red,Solid,0,none,none,none,58,early September,573
GB,2.4,Green,Solid,1,arthropod,five,middle & end,58,early September,574
GB,2.4,Red,Pattern,0,none,none,none,58,early September,575
GB,2.4,Green,Pattern,0,none,none,none,58,early September,576
GB,2.5,Red,Solid,1,arthropod,two,middle,58,early September,577
GB,2.5,Red,Pattern,0,none,none,none,58,early September,579
GB,2.5,Green,Pattern,0,none,none,none,58,early September,580
GB,2.6,Red,Solid,0,none,none,none,58,early September,581
GB,2.6,Green,Solid,1,arthropod,four,middle,58,early September,582
GB,2.6,Red,Pattern,1,arthropod,one,end,58,early September,583
GB,2.6,Green,Pattern,0,none,none,none,58,early September,584
GB,2.7,Red,Solid,1,arthropod,three,middle,58,early September,585
GB,2.7,Green,Solid,1,arthropod,three,middle,58,early September,586
GB,2.7,Red,Pattern,1,arthropod,over ten,middle,58,early September,587
GB,2.7,Green,Pattern,0,none,none,none,58,early September,588
GB,2.8,Red,Solid,0,none,none,none,58,early September,589
GB,2.8,Green,Solid,1,arthropod,two,middle,58,early September,590
GB,2.8,Red,Pattern,0,none,none,none,58,early September,591
GB,2.9,Red,Solid,0,none,none,none,58,early September,593
GB,2.9,Green,Solid,1,arthropod,two,middle & end,58,early September,594
GB,2.9,Green,Pattern,0,none,none,none,58,early September,596
GB,2.1,Red,Solid,1,arthropod,three,middle,58,early September,597
GB,2.1,Green,Solid,1,arthropod,two,middle,58,early September,598
GB,2.1,Red,Pattern,0,none,none,none,58,early September,599
GB,2.1,Green,Pattern,0,none,none,none,58,early September,600
GB,2.11,Red,Solid,0,unknown,one,middle,58,early September,601
GB,2.11,Green,Solid,1,arthropod,two,middle & end,58,early September,602
GB,2.11,Red,Pattern,0,none,none,none,58,early September,603
GB,2.11,Green,Pattern,0,none,none,none,58,early September,604
GB,2.12,Green,Solid,0,none,none,none,58,early September,606
GB,2.12,Red,Pattern,1,arthropod,three,middle,58,early September,607
GB,2.12,Green,Pattern,0,none,none,none,58,early September,608
GB,2.13,Red,Solid,1,arthropod,five,middle,58,early September,609
GB,2.13,Red,Pattern,0,none,none,none,58,early September,611
GB,2.13,Green,Pattern,0,none,none,none,58,early September,612
GB,2.14,Red,Solid,0,unknown,three,middle,58,early September,613
GB,2.14,Green,Solid,0,none,none,none,58,early September,614
GB,2.14,Red,Pattern,1,arthropod,over ten,middle & end,58,early September,615
GB,2.14,Green,Pattern,1,arthropod,two,end,58,early September,616
BP,3.1,Red,Solid,1,arthropod,over ten,middle & end,58,early September,617
BP,3.1,Green,Solid,0,none,none,none,58,early September,618
BP,3.1,Red,Pattern,0,none,none,none,58,early September,619
BP,3.1,Green,Pattern,1,arthropod,one,end,58,early September,620
BP,3.2,Red,Solid,0,none,none,none,58,early September,621
BP,3.2,Green,Solid,1,arthropod,over five,middle,58,early September,622
BP,3.2,Red,Pattern,1,arthropod,over ten,middle & end,58,early September,623
BP,3.2,Green,Pattern,1,arthropod,four,end,58,early September,624
BP,3.3,Red,Solid,0,none,none,none,58,early September,625
BP,3.3,Green,Solid,1,arthropod,four,middle & end,58,early September,626
BP,3.3,Red,Pattern,0,none,none,none,58,early September,627
BP,3.3,Green,Pattern,1,arthropod,seven,end,58,early September,628
BP,3.4,Red,Solid,0,none,none,none,58,early September,629
BP,3.4,Green,Solid,0,none,none,none,58,early September,630
BP,3.4,Red,Pattern,1,arthropod,three,middle,58,early September,631
BP,3.4,Green,Pattern,0,none,none,none,58,early September,632
BP,3.5,Red,Solid,0,none,none,none,58,early September,633
BP,3.5,Green,Solid,1,arthropod,three,middle,58,early September,634
BP,3.5,Red,Pattern,1,arthropod,four,middle,58,early September,635
BP,3.5,Green,Pattern,0,none,none,none,58,early September,636
BP,3.6,Red,Solid,1,arthropod,two,end,58,early September,637
BP,3.6,Green,Solid,0,none,none,none,58,early September,638
BP,3.6,Red,Pattern,1,arthropod,one,end,58,early September,639
BP,3.6,Green,Pattern,0,none,none,none,58,early September,640
BP,3.7,Red,Solid,1,arthropod,two,end,58,early September,641
BP,3.7,Green,Solid,1,arthropod,four,middle,58,early September,642
BP,3.7,Green,Pattern,0,none,none,none,58,early September,644
BP,3.8,Green,Solid,0,none,none,none,58,early September,646
BP,3.8,Red,Pattern,0,none,none,none,58,early September,647
BP,3.8,Green,Pattern,0,none,none,none,58,early September,648
BP,3.9,Red,Solid,0,none,none,none,58,early September,649
BP,3.9,Green,Solid,1,arthropod,three,middle,58,early September,650
BP,3.9,Red,Pattern,1,arthropod,two,middle,58,early September,651
BP,3.9,Green,Pattern,1,arthropod,seven,end,58,early September,652
BP,3.1,Red,Solid,0,none,none,none,58,early September,653
BP,3.1,Green,Solid,0,none,none,none,58,early September,654
BP,3.1,Red,Pattern,0,none,none,none,58,early September,655
BP,3.1,Green,Pattern,1,arthropod,over ten,middle,58,early September,656
BP,3.11,Red,Solid,1,arthropod,one,middle,58,early September,657
BP,3.11,Green,Solid,0,none,none,none,58,early September,658
BP,3.11,Red,Pattern,0,none,none,none,58,early September,659
BP,3.11,Green,Pattern,0,none,none,none,58,early September,660
BP,3.12,Red,Solid,0,unknown,three,middle,58,early September,661
BP,3.12,Green,Solid,1,arthropod,one,middle,58,early September,662
BP,3.12,Red,Pattern,0,none,none,none,58,early September,663
BP,3.12,Green,Pattern,0,none,none,none,58,early September,664
BP,3.13,Red,Solid,1,arthropod,two,middle,58,early September,665
BP,3.13,Green,Solid,0,none,none,none,58,early September,666
BP,3.13,Red,Pattern,0,none,none,none,58,early September,667
BP,3.13,Green,Pattern,1,arthropod,four,middle,58,early September,668
BP,3.14,Red,Solid,0,none,none,none,58,early September,669
BP,3.14,Green,Solid,1,arthropod,three,middle,58,early September,670
BP,3.14,Red,Pattern,1,arthropod,one,end,58,early September,671
BP,3.14,Green,Pattern,0,none,none,none,58,early September,672
BH,1.1,Red,Solid,0,none,none,none,78,late September,673
BH,1.1,Green,Solid,0,none,none,none,78,late September,674
BH,1.1,Red,Pattern,0,none,none,none,78,late September,675
BH,1.1,Green,Pattern,0,none,none,none,78,late September,676
BH,1.2,Red,Solid,0,none,none,none,78,late September,677
BH,1.2,Green,Solid,0,none,none,none,78,late September,678
BH,1.2,Red,Pattern,0,unknown,two,end,78,late September,679
BH,1.2,Green,Pattern,0,none,none,none,78,late September,680
BH,1.3,Red,Solid,1,arthropod,one,middle,78,late September,681
BH,1.3,Green,Solid,0,none,none,none,78,late September,682
BH,1.3,Green,Pattern,1,arthropod,three,middle & end,78,late September,684
BH,1.4,Green,Solid,0,none,none,none,78,late September,686
BH,1.4,Red,Pattern,0,none,none,none,78,late September,687
BH,1.4,Green,Pattern,1,arthropod,five,middle & end,78,late September,688
BH,1.5,Red,Solid,1,arthropod,one,middle,78,late September,689
BH,1.5,Green,Solid,1,arthropod,three,middle,78,late September,690
BH,1.5,Red,Pattern,0,none,none,none,78,late September,691
BH,1.5,Green,Pattern,1,arthropod,three,middle,78,late September,692
BH,1.6,Red,Solid,1,arthropod,three,middle,78,late September,693
BH,1.6,Green,Solid,0,none,none,none,78,late September,694
BH,1.6,Green,Pattern,1,arthropod,six,middle & end,78,late September,696
BH,1.7,Red,Solid,0,none,none,none,78,late September,697
BH,1.7,Green,Solid,1,arthropod,two,end,78,late September,698
BH,1.7,Red,Pattern,0,none,none,none,78,late September,699
BH,1.7,Green,Pattern,1,arthropod,four,middle & end,78,late September,700
BH,1.8,Red,Solid,1,arthropod,three,end,78,late September,701
BH,1.8,Green,Solid,0,none,none,none,78,late September,702
BH,1.8,Red,Pattern,0,none,none,none,78,late September,703
BH,1.8,Green,Pattern,1,arthropod,two,end,78,late September,704
BH,1.9,Red,Solid,1,arthropod,one,end,78,late September,705
BH,1.9,Green,Solid,1,arthropod,one,middle,78,late September,706
BH,1.9,Red,Pattern,0,none,none,none,78,late September,707
BH,1.1,Red,Solid,1,arthropod,six,middle,78,late September,709
BH,1.1,Green,Solid,1,arthropod,two,middle,78,late September,710
BH,1.11,Red,Solid,1,arthropod,over ten,middle & end,78,late September,713
BH,1.11,Green,Solid,1,arthropod,two,middle,78,late September,714
BH,1.11,Red,Pattern,1,arthropod,two,middle,78,late September,715
BH,1.11,Green,Pattern,1,arthropod,three,middle,78,late September,716
BH,1.12,Red,Solid,0,none,none,none,78,late September,717
BH,1.12,Green,Solid,1,arthropod,one,end,78,late September,718
BH,1.12,Red,Pattern,0,none,none,none,78,late September,719
BH,1.12,Green,Pattern,1,arthropod,two,middle,78,late September,720
BH,1.13,Red,Solid,0,none,none,none,78,late September,721
BH,1.13,Green,Solid,0,none,none,none,78,late September,722
BH,1.13,Red,Pattern,0,none,none,none,78,late September,723
BH,1.13,Green,Pattern,1,arthropod,six,middle,78,late September,724
BH,1.14,Red,Solid,1,arthropod,two,middle,78,late September,725
BH,1.14,Green,Solid,0,none,none,none,78,late September,726
BH,1.14,Green,Pattern,1,arthropod,multiple,middle & end,78,late September,728
GB,2.1,Red,Solid,1,arthropod,one,middle,78,late September,729
GB,2.1,Green,Solid,0,none,none,none,78,late September,730
GB,2.1,Red,Pattern,1,arthropod,over ten,middle & end,78,late September,731
GB,2.1,Green,Pattern,0,none,none,none,78,late September,732
GB,2.2,Red,Solid,0,none,none,none,78,late September,733
GB,2.2,Green,Solid,0,none,none,none,78,late September,734
GB,2.2,Red,Pattern,0,none,none,none,78,late September,735
GB,2.2,Green,Pattern,1,arthropod,three,middle,78,late September,736
GB,2.3,Red,Solid,0,none,none,none,78,late September,737
GB,2.3,Green,Solid,0,none,none,none,78,late September,738
GB,2.3,Red,Pattern,0,none,none,none,78,late September,739
GB,2.3,Green,Pattern,0,none,none,none,78,late September,740
GB,2.4,Red,Solid,1,arthropod,one,middle,78,late September,741
GB,2.4,Green,Solid,0,none,none,none,78,late September,742
GB,2.4,Red,Pattern,0,none,none,none,78,late September,743
GB,2.5,Red,Solid,0,none,none,none,78,late September,745
GB,2.5,Green,Solid,1,arthropod,two,end,78,late September,746
GB,2.5,Green,Pattern,0,none,none,none,78,late September,748
GB,2.6,Red,Solid,0,unknown,one,end,78,late September,749
GB,2.6,Red,Pattern,0,none,none,none,78,late September,751
GB,2.6,Green,Pattern,0,unknown,two,middle,78,late September,752
GB,2.7,Red,Solid,1,arthropod,over five,end,78,late September,753
GB,2.7,Green,Solid,0,none,none,none,78,late September,754
GB,2.7,Red,Pattern,0,none,none,none,78,late September,755
GB,2.7,Green,Pattern,0,none,none,none,78,late September,756
GB,2.8,Red,Solid,0,unknown,two,end,78,late September,757
GB,2.8,Green,Pattern,0,none,none,none,78,late September,760
GB,2.9,Green,Solid,1,arthropod,multiple,middle & end,78,late September,762
GB,2.9,Green,Pattern,1,arthropod,one,end,78,late September,764
GB,2.1,Red,Solid,0,none,none,none,78,late September,765
GB,2.1,Green,Solid,0,none,none,none,78,late September,766
GB,2.1,Red,Pattern,0,none,none,none,78,late September,767
GB,2.1,Green,Pattern,0,none,none,none,78,late September,768
GB,2.11,Red,Solid,1,arthropod,six,middle,78,late September,769
GB,2.11,Green,Solid,0,none,none,none,78,late September,770
GB,2.11,Red,Pattern,0,unknown,two,end,78,late September,771
GB,2.11,Green,Pattern,0,none,none,none,78,late September,772
GB,2.12,Red,Solid,0,none,none,none,78,late September,773
GB,2.12,Green,Solid,0,none,none,none,78,late September,774
GB,2.12,Green,Pattern,1,arthropod,four,end,78,late September,776
GB,2.13,Red,Solid,0,none,none,none,78,late September,777
GB,2.13,Green,Solid,0,none,none,none,78,late September,778
GB,2.13,Red,Pattern,1,arthropod,two,middle,78,late September,779
GB,2.13,Green,Pattern,0,none,none,none,78,late September,780
GB,2.14,Red,Solid,0,none,none,none,78,late September,781
GB,2.14,Green,Solid,0,none,none,none,78,late September,782
GB,2.14,Green,Pattern,1,arthropod,over ten,middle & end,78,late September,784
BP,3.1,Green,Solid,0,unknown,three,middle,78,late September,786
BP,3.1,Red,Pattern,0,none,none,none,78,late September,787
BP,3.1,Green,Pattern,1,arthropod,over ten,middle,78,late September,788
BP,3.2,Green,Solid,1,arthropod,one,middle,78,late September,790
BP,3.2,Red,Pattern,0,none,none,none,78,late September,791
BP,3.2,Green,Pattern,1,arthropod,four,middle & end,78,late September,792
BP,3.3,Red,Solid,0,none,none,none,78,late September,793
BP,3.3,Green,Solid,1,arthropod,over ten,end,78,late September,794
BP,3.3,Red,Pattern,1,arthropod,over ten,end,78,late September,795
BP,3.3,Green,Pattern,1,arthropod,over ten,end,78,late September,796
BP,3.4,Red,Solid,0,none,none,none,78,late September,797
BP,3.4,Green,Solid,1,arthropod,two,middle,78,late September,798
BP,3.4,Red,Pattern,0,none,none,none,78,late September,799
BP,3.4,Green,Pattern,1,arthropod,two,end,78,late September,800
BP,3.5,Red,Solid,0,none,none,none,78,late September,801
BP,3.5,Green,Solid,0,none,none,none,78,late September,802
BP,3.6,Red,Solid,0,none,none,none,78,late September,805
BP,3.6,Green,Solid,0,none,none,none,78,late September,806
BP,3.6,Green,Pattern,0,none,none,none,78,late September,808
BP,3.7,Red,Solid,0,none,none,none,78,late September,809
BP,3.7,Green,Solid,0,none,none,none,78,late September,810
BP,3.7,Red,Pattern,0,unknown,two,middle,78,late September,811
BP,3.7,Green,Pattern,1,arthropod,two,middle,78,late September,812
BP,3.8,Green,Solid,0,none,none,none,78,late September,814
BP,3.8,Green,Pattern,1,arthropod,three,middle,78,late September,816
BP,3.9,Red,Solid,0,none,none,none,78,late September,817
BP,3.9,Red,Pattern,0,none,none,none,78,late September,819
BP,3.1,Red,Solid,1,arthropod,two,end,78,late September,821
BP,3.1,Green,Solid,1,arthropod,three,middle,78,late September,822
BP,3.1,Red,Pattern,0,none,none,none,78,late September,823
BP,3.1,Green,Pattern,1,arthropod,over ten,middle,78,late September,824
BP,3.11,Red,Pattern,0,none,none,none,78,late September,827
BP,3.12,Red,Solid,0,none,none,none,78,late September,829
BP,3.12,Red,Pattern,0,none,none,none,78,late September,831
BP,3.12,Green,Pattern,1,arthropod,three,middle,78,late September,832
BP,3.13,Red,Solid,1,arthropod,one,end,78,late September,833
BP,3.13,Green,Solid,1,arthropod,two,middle,78,late September,834
BP,3.14,Red,Solid,0,none,none,none,78,late September,837
BP,3.14,Green,Solid,0,none,none,none,78,late September,838
BP,3.14,Green,Pattern,0,unknown,over ten,middle & end,78,late September,840
BH,1.1,Red,Solid,0,none,none,none,92,mid October,841
BH,1.1,Green,Solid,0,none,none,none,92,mid October,842
BH,1.1,Green,Pattern,0,none,none,none,92,mid October,844
BH,1.2,Red,Solid,1,arthropod,four,middle,92,mid October,845
BH,1.2,Green,Solid,0,none,none,none,92,mid October,846
BH,1.2,Red,Pattern,0,none,none,none,92,mid October,847
BH,1.2,Green,Pattern,0,none,none,none,92,mid October,848
BH,1.3,Red,Solid,0,none,none,none,92,mid October,849
BH,1.3,Green,Solid,1,arthropod,one,middle,92,mid October,850
BH,1.3,Red,Pattern,1,arthropod,two,middle,92,mid October,851
BH,1.3,Green,Pattern,0,none,none,none,92,mid October,852
BH,1.4,Red,Solid,0,none,none,none,92,mid October,853
BH,1.4,Green,Solid,1,arthropod,three,end,92,mid October,854
BH,1.4,Green,Pattern,0,none,none,none,92,mid October,856
BH,1.5,Green,Solid,0,none,none,none,92,mid October,858
BH,1.5,Red,Pattern,0,none,none,none,92,mid October,859
BH,1.5,Green,Pattern,0,none,none,none,92,mid October,860
BH,1.6,Red,Solid,0,none,none,none,92,mid October,861
BH,1.6,Green,Solid,0,none,none,none,92,mid October,862
BH,1.6,Red,Pattern,0,none,none,none,92,mid October,863
BH,1.6,Green,Pattern,1,arthropod,six,middle & end,92,mid October,864
BH,1.7,Red,Solid,1,arthropod,two,middle,92,mid October,865
BH,1.7,Green,Solid,1,arthropod,one,middle,92,mid October,866
BH,1.7,Red,Pattern,0,none,none,none,92,mid October,867
BH,1.7,Green,Pattern,0,none,none,none,92,mid October,868
BH,1.8,Red,Solid,0,none,none,none,92,mid October,869
BH,1.8,Green,Solid,0,none,none,none,92,mid October,870
BH,1.8,Red,Pattern,0,none,none,none,92,mid October,871
BH,1.8,Green,Pattern,0,none,none,none,92,mid October,872
BH,1.9,Red,Solid,0,none,none,none,92,mid October,873
BH,1.9,Green,Solid,0,none,none,none,92,mid October,874
BH,1.9,Red,Pattern,0,none,none,none,92,mid October,875
BH,1.9,Green,Pattern,0,none,none,none,92,mid October,876
BH,1.1,Red,Solid,0,none,none,none,92,mid October,877
BH,1.1,Green,Solid,1,arthropod,two,middle,92,mid October,878
BH,1.1,Red,Pattern,1,arthropod,three,middle,92,mid October,879
BH,1.1,Green,Pattern,0,none,none,none,92,mid October,880
BH,1.11,Red,Solid,0,none,none,none,92,mid October,881
BH,1.11,Green,Solid,0,none,none,none,92,mid October,882
BH,1.11,Red,Pattern,0,none,none,none,92,mid October,883
BH,1.11,Green,Pattern,1,arthropod,three,end,92,mid October,884
BH,1.12,Red,Solid,0,none,none,none,92,mid October,885
BH,1.12,Green,Solid,0,none,none,none,92,mid October,886
BH,1.12,Red,Pattern,0,none,none,none,92,mid October,887
BH,1.12,Green,Pattern,1,arthropod,two,end,92,mid October,888
BH,1.13,Red,Solid,1,arthropod,two,middle,92,mid October,889
BH,1.13,Green,Solid,0,unknown,four,middle,92,mid October,890
BH,1.13,Red,Pattern,1,arthropod,two,end,92,mid October,891
BH,1.13,Green,Pattern,1,arthropod,two,middle,92,mid October,892
BH,1.14,Red,Solid,1,arthropod,two,middle,92,mid October,893
BH,1.14,Green,Solid,1,arthropod,three,middle,92,mid October,894
BH,1.14,Red,Pattern,0,none,none,none,92,mid October,895
BH,1.14,Green,Pattern,0,none,none,none,92,mid October,896
GB,2.1,Red,Solid,0,none,none,none,92,mid October,897
GB,2.1,Green,Solid,0,none,none,none,92,mid October,898
GB,2.1,Red,Pattern,0,none,none,none,92,mid October,899
GB,2.1,Green,Pattern,1,arthropod,over ten,middle,92,mid October,900
GB,2.2,Red,Solid,1,arthropod,three,middle,92,mid October,901
GB,2.2,Green,Solid,0,none,none,none,92,mid October,902
GB,2.2,Red,Pattern,0,none,none,none,92,mid October,903
GB,2.2,Green,Pattern,0,none,none,none,92,mid October,904
GB,2.3,Red,Solid,0,none,none,none,92,mid October,905
GB,2.3,Green,Solid,0,unknown,two,middle,92,mid October,906
GB,2.3,Red,Pattern,0,none,none,none,92,mid October,907
GB,2.3,Green,Pattern,1,arthropod,four,middle,92,mid October,908
GB,2.4,Red,Solid,1,arthropod,multiple,middle & end,92,mid October,909
GB,2.4,Green,Solid,0,none,none,none,92,mid October,910
GB,2.4,Red,Pattern,0,none,none,none,92,mid October,911
GB,2.4,Green,Pattern,0,unknown,two,end,92,mid October,912
GB,2.5,Red,Solid,0,none,none,none,92,mid October,913
GB,2.5,Green,Solid,1,arthropod,multiple,middle & end,92,mid October,914
GB,2.5,Red,Pattern,1,arthropod,two,middle,92,mid October,915
GB,2.5,Green,Pattern,0,none,none,none,92,mid October,916
GB,2.6,Red,Solid,1,arthropod,two,end,92,mid October,917
GB,2.6,Green,Solid,0,none,none,none,92,mid October,918
GB,2.6,Red,Pattern,1,arthropod,three,middle,92,mid October,919
GB,2.6,Green,Pattern,0,none,none,none,92,mid October,920
GB,2.7,Red,Solid,0,none,none,none,92,mid October,921
GB,2.7,Green,Solid,1,arthropod,one,end,92,mid October,922
GB,2.7,Red,Pattern,0,none,none,none,92,mid October,923
GB,2.7,Green,Pattern,0,none,none,none,92,mid October,924
GB,2.8,Red,Solid,0,unknown,three,middle,92,mid October,925
GB,2.8,Green,Solid,0,none,none,none,92,mid October,926
GB,2.8,Red,Pattern,0,none,none,none,92,mid October,927
GB,2.8,Green,Pattern,0,none,none,none,92,mid October,928
GB,2.9,Red,Solid,0,none,none,none,92,mid October,929
GB,2.9,Green,Solid,0,none,none,none,92,mid October,930
GB,2.9,Red,Pattern,0,none,none,none,92,mid October,931
GB,2.9,Green,Pattern,0,none,none,none,92,mid October,932
GB,2.1,Red,Solid,0,none,none,none,92,mid October,933
GB,2.1,Green,Solid,0,none,none,none,92,mid October,934
GB,2.1,Red,Pattern,0,none,none,none,92,mid October,935
GB,2.1,Green,Pattern,0,none,none,none,92,mid October,936
GB,2.11,Red,Solid,0,none,none,none,92,mid October,937
GB,2.11,Green,Solid,1,arthropod,seven,middle,92,mid October,938
GB,2.11,Red,Pattern,0,none,none,none,92,mid October,939
GB,2.11,Green,Pattern,0,none,none,none,92,mid October,940
GB,2.12,Red,Solid,0,none,none,none,92,mid October,941
GB,2.12,Green,Solid,0,none,none,none,92,mid October,942
GB,2.12,Red,Pattern,0,none,none,none,92,mid October,943
GB,2.12,Green,Pattern,1,arthropod,multiple,middle & end,92,mid October,944
GB,2.13,Red,Solid,0,none,none,none,92,mid October,945
GB,2.13,Green,Solid,0,unknown,two,middle,92,mid October,946
GB,2.13,Red,Pattern,0,none,none,none,92,mid October,947
GB,2.13,Green,Pattern,1,arthropod,two,middle & end,92,mid October,948
GB,2.14,Green,Solid,0,none,none,none,92,mid October,950
GB,2.14,Green,Pattern,0,none,none,none,92,mid October,952
BP,3.1,Red,Solid,1,arthropod,four,middle & end,92,mid October,953
BP,3.1,Green,Solid,0,none,none,none,92,mid October,954
BP,3.1,Red,Pattern,0,none,none,none,92,mid October,955
BP,3.1,Green,Pattern,0,none,none,none,92,mid October,956
BP,3.2,Green,Solid,1,arthropod,three,middle & end,92,mid October,958
BP,3.2,Green,Pattern,0,none,none,none,92,mid October,960
BP,3.3,Red,Solid,0,none,none,none,92,mid October,961
BP,3.3,Red,Pattern,1,arthropod,two,end,92,mid October,963
BP,3.3,Green,Pattern,0,none,none,none,92,mid October,964
BP,3.4,Red,Solid,0,none,none,none,92,mid October,965
BP,3.4,Green,Solid,0,none,none,none,92,mid October,966
BP,3.4,Red,Pattern,0,none,none,none,92,mid October,967
BP,3.4,Green,Pattern,1,arthropod,five,middle & end,92,mid October,968
BP,3.5,Red,Solid,0,unknown,one,middle,92,mid October,969
BP,3.5,Green,Solid,0,none,none,none,92,mid October,970
BP,3.5,Red,Pattern,1,arthropod,one,end,92,mid October,971
BP,3.6,Green,Pattern,0,none,none,none,92,mid October,976
BP,3.7,Green,Solid,0,none,none,none,92,mid October,978
BP,3.7,Green,Pattern,1,arthropod,two,middle,92,mid October,980
BP,3.8,Red,Solid,0,none,none,none,92,mid October,981
BP,3.8,Green,Solid,1,arthropod,three,middle,92,mid October,982
BP,3.8,Green,Pattern,0,none,none,none,92,mid October,984
BP,3.9,Red,Solid,1,arthropod,four,middle & end,92,mid October,985
BP,3.9,Green,Solid,0,none,none,none,92,mid October,986
BP,3.9,Red,Pattern,0,none,none,none,92,mid October,987
BP,3.1,Red,Solid,1,arthropod,five,middle & end,92,mid October,989
BP,3.1,Green,Solid,1,arthropod,three,middle,92,mid October,990
BP,3.1,Red,Pattern,0,none,none,none,92,mid October,991
BP,3.1,Green,Pattern,1,arthropod,five,middle,92,mid October,992
BP,3.11,Red,Solid,0,unknown,two,middle & end,92,mid October,993
BP,3.11,Green,Solid,1,arthropod,four,middle,92,mid October,994
BP,3.11,Green,Pattern,0,none,none,none,92,mid October,996
BP,3.12,Red,Solid,1,arthropod,three,middle,92,mid October,997
BP,3.12,Green,Solid,0,none,none,none,92,mid October,998
BP,3.12,Red,Pattern,1,arthropod,two,middle,92,mid October,999
BP,3.12,Green,Pattern,0,none,none,none,92,mid October,1000
BP,3.13,Green,Solid,0,unknown,one,end,92,mid October,1002
BP,3.13,Red,Pattern,1,arthropod,three,middle,92,mid October,1003
BP,3.13,Green,Pattern,0,none,none,none,92,mid October,1004
BP,3.14,Red,Solid,1,arthropod,one,middle,92,mid October,1005
BP,3.14,Red,Pattern,1,arthropod,two,middle,92,mid October,1007
BP,3.14,Green,Pattern,0,none,none,none,92,mid October,1008
